score mode 2 ====================================
18933; 14578; 14769; 6344; 14703; 14644; 13262
18930; 14764; 14583; 6096; 14667; 14680; 8611
18978; 14598; 14749; 6313; 14698; 14649; 9632
18857; 14714; 14633; 6469; 14672; 14675; 9495
18813; 14632; 14715; 6326; 14675; 14672; 12478
18967; 14718; 14629; 6248; 14713; 14634; 16013
18960; 14548; 14799; 6262; 14675; 14672; 11729
18673; 14840; 14507; 5967; 14472; 14875; 7247
18856; 14689; 14658; 6512; 14675; 14672; 7405
18836; 14737; 14610; 6415; 14675; 14672; 10962
18895; 14860; 14487; 6035; 14672; 14675; 12586
18996; 14661; 14686; 5586; 14564; 14783; 11387
18795; 14698; 14649; 6091; 14675; 14672; 7855
18849; 14586; 14761; 6454; 14622; 14725; 14903
18972; 14685; 14662; 6280; 14675; 14672; 10721
18886; 14747; 14600; 5946; 14609; 14738; 9477
18749; 14677; 14670; 6364; 14711; 14636; 12349
18833; 14612; 14735; 6048; 14681; 14666; 8037
18908; 14840; 14507; 6124; 14672; 14675; 13540
19003; 14616; 14731; 6314; 14792; 14555; 8820
18948; 14594; 14753; 6267; 14658; 14689; 12119
18889; 14742; 14605; 6045; 14669; 14678; 13985
18792; 14791; 14556; 6493; 14670; 14677; 8316
18968; 14671; 14676; 5508; 14199; 15148; 8925
18941; 14622; 14725; 6702; 14672; 14675; 9863
18914; 14746; 14601; 6574; 14672; 14675; 17359
18808; 14742; 14605; 5832; 14672; 14675; 11294
18740; 14752; 14595; 6349; 14672; 14675; 11689
18910; 14523; 14824; 5915; 14676; 14671; 13294
19009; 14651; 14696; 5894; 14675; 14672; 15190
18856; 14601; 14746; 6125; 14636; 14711; 10074
18872; 14635; 14712; 6077; 14742; 14605; 16280
18924; 14653; 14694; 6177; 14685; 14662; 11184
18909; 14774; 14573; 6562; 14647; 14700; 10834
18873; 14766; 14581; 6458; 14686; 14661; 10215
18912; 14702; 14645; 6326; 14683; 14664; 8811
18865; 14587; 14760; 5427; 14764; 14583; 10682
19013; 14710; 14637; 6486; 14659; 14688; 12046
18741; 14713; 14634; 6117; 14767; 14580; 9434
18973; 14641; 14706; 6411; 14675; 14672; 15840
18884; 14646; 14701; 5923; 14673; 14674; 8145
18856; 14634; 14713; 6370; 14681; 14666; 12956
18830; 14790; 14557; 6281; 14643; 14704; 14704
18779; 14695; 14652; 5714; 14550; 14797; 6031
18765; 14731; 14616; 5938; 14677; 14670; 11044
18846; 14757; 14590; 6467; 14675; 14672; 16482
18940; 14831; 14516; 5906; 14767; 14580; 11583
18956; 14534; 14813; 6121; 14753; 14594; 6988
18919; 14640; 14707; 6679; 14675; 14672; 13599
18850; 14677; 14670; 6022; 14688; 14659; 13519
19024; 14802; 14545; 5987; 14675; 14672; 11248
18886; 14476; 14871; 6373; 14659; 14688; 8872
18869; 14551; 14796; 5892; 14310; 15037; 5213
18839; 14831; 14516; 5864; 14774; 14573; 13717
18956; 14643; 14704; 6499; 14574; 14773; 11925
18880; 14811; 14536; 6222; 14708; 14639; 12184
18863; 14756; 14591; 6038; 14672; 14675; 13276
18878; 14633; 14714; 6058; 14702; 14645; 10107
18802; 14656; 14691; 6424; 14672; 14675; 11313
18834; 14626; 14721; 5747; 14870; 14477; 6298
18988; 14587; 14760; 6520; 14667; 14680; 13766
18903; 14641; 14706; 6273; 14677; 14670; 17341
18852; 14650; 14697; 6144; 14672; 14675; 12393
18996; 14819; 14528; 6094; 14627; 14720; 6636
18958; 14720; 14627; 6337; 14675; 14672; 13124
18914; 14625; 14722; 5962; 14672; 14675; 10185
19034; 14736; 14611; 6276; 14605; 14742; 15421
18952; 14627; 14720; 6401; 14675; 14672; 10380
18896; 14685; 14662; 6601; 14675; 14672; 11423
score mode 4 ====================================
18885; 14884; 14463; 6492; 14675; 14672; 14687
18883; 14669; 14678; 6297; 14675; 14672; 13900
18978; 14692; 14655; 6128; 14672; 14675; 11085
18941; 14604; 14743; 5310; 14672; 14675; 13108
18896; 14772; 14575; 6497; 14671; 14676; 12177
18911; 14599; 14748; 6274; 14672; 14675; 10147
18984; 14703; 14644; 6577; 14675; 14672; 8385
19045; 14784; 14563; 5980; 14675; 14672; 12907
18959; 14761; 14586; 6176; 14677; 14670; 16516
19051; 14643; 14704; 6358; 14672; 14675; 11004
18873; 14648; 14699; 5957; 14675; 14672; 11311
18849; 14609; 14738; 6336; 14675; 14672; 11234
18824; 14519; 14828; 6350; 14676; 14671; 17602
18952; 14641; 14706; 5403; 14670; 14677; 8442
18952; 14609; 14738; 6403; 14672; 14675; 8776
18881; 14614; 14733; 6385; 14676; 14671; 10239
18850; 14772; 14575; 6448; 14676; 14671; 15212
18879; 14765; 14582; 5950; 14672; 14675; 10670
18879; 14733; 14614; 6232; 14673; 14674; 10882
18958; 14679; 14668; 6380; 14675; 14672; 10317
18843; 14724; 14623; 6007; 14676; 14671; 13277
18897; 14622; 14725; 5236; 14676; 14671; 13701
18965; 14798; 14549; 6185; 14671; 14676; 14111
18843; 14732; 14615; 6331; 14676; 14671; 10439
18924; 14718; 14629; 6238; 14672; 14675; 16829
18842; 14706; 14641; 5940; 14676; 14671; 19820
18878; 14797; 14550; 6114; 14669; 14678; 11511
18913; 14805; 14542; 6085; 14676; 14671; 11262
18890; 14695; 14652; 5743; 14671; 14676; 10426
19060; 14590; 14757; 6478; 14671; 14676; 6252
18889; 14711; 14636; 6357; 14676; 14671; 10450
18822; 14681; 14666; 6480; 14672; 14675; 9712
18876; 14659; 14688; 6287; 14672; 14675; 11077
18894; 14626; 14721; 5497; 14696; 14651; 5254
18908; 14737; 14610; 6071; 14675; 14672; 10518
18947; 14679; 14668; 5480; 14678; 14669; 13864
18979; 14621; 14726; 5830; 14676; 14671; 14146
18893; 14545; 14802; 6049; 14672; 14675; 9408
18935; 14688; 14659; 6110; 14675; 14672; 11427
18845; 14720; 14627; 6153; 14672; 14675; 11345
18920; 14604; 14743; 6465; 14675; 14672; 12297
18916; 14524; 14823; 6362; 14672; 14675; 12942
18891; 14680; 14667; 6293; 14676; 14671; 10841
18904; 14826; 14521; 6372; 14675; 14672; 14121
18982; 14784; 14563; 6134; 14676; 14671; 20123
18936; 14798; 14549; 6068; 14675; 14672; 11297
18887; 14565; 14782; 6140; 14672; 14675; 9516
18789; 14771; 14576; 6046; 14672; 14675; 9535
19011; 14728; 14619; 5874; 14675; 14672; 9838
18979; 14658; 14689; 6132; 14672; 14675; 13698
18870; 14535; 14812; 6174; 14672; 14675; 18282
18942; 14383; 14964; 5706; 14675; 14672; 10466
18824; 14698; 14649; 5790; 14676; 14671; 9179
18961; 14674; 14673; 6068; 14671; 14676; 11976
18960; 14673; 14674; 5785; 14675; 14672; 11207
19002; 14780; 14567; 6356; 14672; 14675; 13796
18926; 14622; 14725; 6640; 14672; 14675; 9869
18959; 14728; 14619; 5871; 14676; 14671; 15483
18924; 14701; 14646; 6001; 14674; 14673; 12689
18933; 14632; 14715; 5993; 14675; 14672; 11910
18871; 14812; 14535; 4743; 14672; 14675; 16008
18973; 14842; 14505; 6138; 14678; 14669; 15636
18895; 14676; 14671; 6186; 14678; 14669; 16052
18842; 14688; 14659; 6137; 14672; 14675; 9370
18950; 14741; 14606; 6200; 14669; 14678; 12930
18812; 14683; 14664; 6027; 14673; 14674; 10822
18789; 14588; 14759; 5893; 14675; 14672; 13302
18813; 14687; 14660; 5982; 14675; 14672; 11959
18864; 14597; 14750; 6203; 14672; 14675; 10398
18958; 14753; 14594; 6295; 14672; 14675; 13620
18831; 14614; 14733; 6147; 14672; 14675; 9930
19097; 14653; 14694; 5665; 14675; 14672; 13254
18827; 14587; 14760; 5956; 14675; 14672; 9431
18910; 14604; 14743; 6080; 14675; 14672; 9905
18852; 14629; 14718; 6266; 14673; 14674; 5509
18927; 14716; 14631; 6443; 14675; 14672; 8975
18866; 14745; 14602; 6085; 14672; 14675; 10081
18921; 14747; 14600; 5989; 14675; 14672; 12716
18876; 14650; 14697; 5922; 14675; 14672; 13489
19014; 14695; 14652; 5535; 14672; 14675; 15567
18907; 14549; 14798; 6193; 14672; 14675; 9900
18816; 14776; 14571; 6507; 14672; 14675; 12815
18964; 14888; 14459; 6417; 14670; 14677; 17369
18819; 14581; 14766; 5764; 14675; 14672; 11772
19007; 14615; 14732; 5843; 14672; 14675; 11231
18792; 14727; 14620; 5823; 14671; 14676; 11128
18882; 14711; 14636; 5009; 14678; 14669; 9997
18951; 14615; 14732; 5803; 14675; 14672; 14667
19005; 14676; 14671; 5637; 14672; 14675; 14958
19050; 14669; 14678; 5726; 14671; 14676; 6636
18819; 14702; 14645; 5945; 14672; 14675; 8690
18903; 14693; 14654; 5823; 14671; 14676; 15697
18973; 14618; 14729; 6398; 14675; 14672; 15121
19123; 14567; 14780; 6523; 14675; 14672; 7097
18895; 14552; 14795; 6395; 14672; 14675; 14237
18785; 14687; 14660; 5884; 14678; 14669; 7335
18917; 14610; 14737; 5935; 14671; 14676; 9267
18958; 14547; 14800; 5606; 14671; 14676; 10578
18872; 14663; 14684; 6202; 14676; 14671; 22613
18804; 14717; 14630; 6536; 14678; 14669; 14466
